id,bias,mae,mse,scaler
475,0.1517,0.2419,1.1713,MinMaxScaler
427,0.5326187362437612, 11.834204284547297, 343.69329222280794,StandardSaler
856,-0.09016655202873801,0.2661844337859752,0.19239302347692508
